age,type,origin,rarity
7718,1,4,1.71797
7719,1,4,1.71807
7719,0,2,1.71807
7720,3,3,1.71817
7720,0,1,1.71817
7720,4,5,1.71817
7721,0,3,1.71826
7721,1,4,1.71826
7721,4,1,1.71826
7722,1,1,1.71836
7722,3,4,1.71836
7722,4,0,1.71836
7722,1,5,1.71836
7722,4,3,1.71836
7723,3,4,1.71846
7723,2,4,1.71846
7723,0,3,1.71846
7723,3,3,1.71846
7724,2,6,1.71855
7724,1,2,1.71855
7724,1,0,1.71855
7724,1,6,1.71855
7724,3,4,1.71855
7725,1,5,1.71865
7725,1,4,1.71865
7726,4,3,1.71875
7726,4,6,1.71875
7726,1,0,1.71875
7726,0,3,1.71875
7726,3,0,1.71875
7727,4,3,1.71884
7727,3,4,1.71884
7727,1,6,1.71884
7727,0,3,1.71884
7727,2,3,1.71884
7727,4,1,1.71884
7728,1,6,1.71894
7728,0,5,1.71894
7728,2,0,1.71894
7728,1,3,1.71894
7729,1,3,1.71904
7729,1,6,1.71904
7729,0,2,1.71904
7729,4,3,1.71904
7730,0,6,1.71913
7730,0,4,1.71913
7730,3,3,1.71913
7731,2,3,1.71923
7731,1,2,1.71923
7731,0,2,1.71923
7731,0,3,1.71923
7731,1,6,1.71923
7732,1,2,1.71933
7732,3,4,1.71933
7732,3,0,1.71933
7732,3,6,1.71933
7733,0,0,1.71943
7733,1,6,1.71943
7733,0,2,1.71943
7733,1,0,1.71943
7733,4,4,1.71943
7733,2,1,1.71943
7733,4,3,1.71943
7734,3,5,1.71952
7734,4,0,1.71952
7734,2,3,1.71952
7734,4,3,1.71952
7735,1,0,1.71962
7735,2,2,1.71962
7735,0,0,1.71962
7735,3,6,1.71962
7735,2,1,1.71962
7735,2,0,1.71962
7735,1,2,1.71962
7736,1,1,1.71972
7736,2,2,1.71972
7736,3,1,1.71972
7736,2,3,1.71972
7736,4,0,1.71972
7736,4,2,1.71972
7737,4,2,1.71981
7737,4,3,1.71981
7739,1,1,1.72001
7739,2,5,1.72001
7739,3,0,1.72001
7739,4,6,1.72001
7740,4,0,1.7201
7740,3,6,1.7201
7740,3,3,1.7201
7740,3,0,1.7201
7741,1,3,1.7202
7741,4,6,1.7202
7742,4,4,1.7203
7742,4,6,1.7203
7742,2,5,1.7203
7742,3,4,1.7203
7742,3,1,1.7203
7742,2,2,1.7203
7742,1,1,1.7203
7742,4,1,1.7203
7743,2,3,1.7204
7743,3,0,1.7204
7743,3,3,1.7204
7743,2,6,1.7204
7743,2,2,1.7204
7744,0,3,1.72049
7744,2,1,1.72049
7744,2,3,1.72049
7745,1,6,1.72059
7745,2,3,1.72059
7745,0,4,1.72059
7745,1,2,1.72059
7745,0,5,1.72059
7746,2,1,1.72069
7746,0,5,1.72069
7746,1,4,1.72069
7746,4,0,1.72069
7746,1,5,1.72069
7746,2,0,1.72069
7746,0,4,1.72069
7747,4,5,1.72078
7747,4,6,1.72078
7747,0,0,1.72078
7747,3,3,1.72078
7748,1,1,1.72088
7748,4,1,1.72088
7748,4,4,1.72088
7748,4,0,1.72088
7748,3,3,1.72088
7748,0,3,1.72088
7749,0,0,1.72098
7749,1,1,1.72098
7749,2,2,1.72098
7749,0,2,1.72098
7749,4,4,1.72098
7751,4,1,1.72117
7751,1,4,1.72117
7751,0,1,1.72117
7752,4,0,1.72127
7752,4,2,1.72127
7752,3,0,1.72127
7753,0,6,1.72137
7753,3,5,1.72137
7753,3,0,1.72137
7754,2,4,1.72146
7754,2,5,1.72146
7754,0,1,1.72146
7754,4,4,1.72146
7754,3,4,1.72146
7754,3,1,1.72146
7755,3,3,1.72156
7755,2,0,1.72156
7755,0,2,1.72156
7755,4,1,1.72156
7755,3,5,1.72156
7756,4,0,1.72166
7756,0,1,1.72166
7756,3,2,1.72166
7756,0,0,1.72166
7756,0,6,1.72166
7757,4,2,1.72175
7757,1,6,1.72175
7757,2,1,1.72175
7757,1,1,1.72175
7757,3,2,1.72175
7757,4,3,1.72175
7757,0,1,1.72175
7757,3,0,1.72175
7757,2,6,1.72175
7758,2,4,1.72185
7758,0,4,1.72185
7759,3,5,1.72195
7759,0,0,1.72195
7759,3,2,1.72195
7759,2,2,1.72195
7759,4,5,1.72195
7760,0,6,1.72204
7760,1,5,1.72204
7760,4,4,1.72204
7761,4,3,1.72214
7762,3,5,1.72224
7762,4,2,1.72224
7762,0,4,1.72224
7762,2,5,1.72224
7763,0,0,1.72233
7763,1,4,1.72233
7763,2,5,1.72233
7763,3,4,1.72233
7763,0,3,1.72233
7763,4,5,1.72233
7764,1,3,1.72243
7764,4,4,1.72243
7764,4,0,1.72243
7764,4,2,1.72243
7765,1,1,1.72253
7765,1,0,1.72253
7765,4,1,1.72253
7766,4,6,1.72263
7766,2,5,1.72263
7766,3,3,1.72263
7766,2,4,1.72263
7766,4,1,1.72263
7766,0,2,1.72263
7767,1,0,1.72272
7767,1,3,1.72272
7767,2,1,1.72272
7767,4,5,1.72272
7768,3,2,1.72282
7768,2,2,1.72282
7768,4,0,1.72282
7768,0,1,1.72282
7769,4,6,1.72292
7769,2,2,1.72292
7769,2,1,1.72292
7769,3,5,1.72292
7769,1,6,1.72292
7769,0,4,1.72292
7770,1,0,1.72301
7770,0,4,1.72301
7770,2,2,1.72301
7770,0,3,1.72301
7770,0,5,1.72301
7770,3,0,1.72301
7771,4,6,1.72311
7771,2,0,1.72311
7772,4,2,1.72321
7772,2,6,1.72321
7772,4,5,1.72321
7772,2,3,1.72321
7772,0,2,1.72321
7773,3,6,1.7233
7773,2,2,1.7233
7773,4,5,1.7233
7774,0,6,1.7234
7774,3,5,1.7234
7774,4,0,1.7234
7774,2,0,1.7234
7775,3,4,1.7235
7775,2,1,1.7235
7775,1,1,1.7235
7776,4,4,1.7236
7776,2,4,1.7236
7777,4,1,1.72369
7777,3,1,1.72369
7777,4,6,1.72369
7777,3,2,1.72369
7777,2,1,1.72369
7777,1,2,1.72369
7777,1,1,1.72369
7778,4,2,1.72379
7778,0,0,1.72379
7779,2,1,1.72389
7779,1,0,1.72389
7779,3,0,1.72389
7779,1,1,1.72389
7779,4,0,1.72389
7779,1,6,1.72389
7779,1,5,1.72389
7780,4,3,1.72398
7780,3,5,1.72398
7780,4,6,1.72398
7780,0,6,1.72398
7780,1,6,1.72398
7780,0,4,1.72398
7781,4,2,1.72408
7781,1,4,1.72408
7781,1,1,1.72408
7781,0,0,1.72408
7782,1,6,1.72418
7782,1,5,1.72418
7782,1,4,1.72418
7783,4,3,1.72427
7783,1,4,1.72427
7783,0,3,1.72427
7783,3,6,1.72427
7783,2,2,1.72427
7783,1,0,1.72427
7783,0,2,1.72427
7783,1,2,1.72427
7784,4,3,1.72437
7784,4,0,1.72437
7785,2,3,1.72447
7785,4,3,1.72447
7785,3,6,1.72447
7786,2,1,1.72456
7786,0,4,1.72456
7786,3,6,1.72456
7788,1,6,1.72476
7788,3,1,1.72476
7788,1,0,1.72476
7788,1,3,1.72476
7789,2,5,1.72486
7790,2,0,1.72495
7790,2,3,1.72495
7790,2,5,1.72495
7790,3,2,1.72495
7790,1,3,1.72495
7790,0,3,1.72495
7791,3,1,1.72505
7791,4,6,1.72505
7791,1,6,1.72505
7791,0,3,1.72505
7791,0,2,1.72505
7791,2,6,1.72505
7792,3,3,1.72515
7792,2,5,1.72515
7792,2,3,1.72515
7792,1,5,1.72515
7793,2,4,1.72524
7793,4,6,1.72524
7793,0,4,1.72524
7793,2,5,1.72524
7793,2,2,1.72524
7793,1,4,1.72524
7794,1,3,1.72534
7794,4,1,1.72534
7794,0,6,1.72534
7795,1,4,1.72544
7795,3,1,1.72544
7795,0,1,1.72544
7796,1,0,1.72553
7797,2,6,1.72563
7797,4,1,1.72563
7797,3,6,1.72563
7797,1,6,1.72563
7797,4,0,1.72563
7797,2,5,1.72563
7798,1,1,1.72573
7798,1,2,1.72573
7798,3,2,1.72573
7798,4,1,1.72573
7798,2,6,1.72573
7799,2,1,1.72583
7799,0,6,1.72583
7799,0,1,1.72583
7799,1,2,1.72583
7800,3,4,1.72592
7800,0,1,1.72592
7800,2,3,1.72592
7800,2,1,1.72592
7800,1,6,1.72592
7800,2,4,1.72592
7801,2,2,1.72602
7801,2,4,1.72602
7801,2,3,1.72602
7801,4,6,1.72602
7802,2,1,1.72612
7802,1,6,1.72612
7802,4,1,1.72612
7802,3,2,1.72612
7802,4,6,1.72612
7802,2,0,1.72612
7802,2,6,1.72612
7803,2,3,1.72621
7803,2,5,1.72621
7803,4,5,1.72621
7803,1,1,1.72621
7803,0,4,1.72621
7803,2,0,1.72621
7804,1,2,1.72631
7804,3,1,1.72631
7804,3,4,1.72631
7804,3,6,1.72631
7804,0,2,1.72631
7805,4,6,1.72641
7805,1,5,1.72641
7805,1,2,1.72641
7805,1,0,1.72641
7805,3,1,1.72641
7805,4,3,1.72641
7805,4,5,1.72641
7806,4,1,1.7265
7806,0,4,1.7265
7806,2,3,1.7265
7806,3,3,1.7265
7806,3,6,1.7265
7806,0,3,1.7265
7807,4,5,1.7266
7807,2,3,1.7266
7807,1,3,1.7266
7807,1,1,1.7266
7807,3,0,1.7266
7808,2,3,1.7267
7808,4,1,1.7267
7808,2,0,1.7267
7808,4,0,1.7267
7809,2,1,1.72679
7809,4,4,1.72679
7810,3,2,1.72689
7810,2,0,1.72689
7810,2,3,1.72689
7810,1,3,1.72689
7810,0,5,1.72689
7811,1,6,1.72699
7811,1,0,1.72699
7811,4,2,1.72699
7811,4,4,1.72699
7812,4,1,1.72709
7812,0,0,1.72709
7812,3,3,1.72709
7812,2,2,1.72709
7813,3,0,1.72718
7813,4,4,1.72718
7813,2,6,1.72718
7813,4,3,1.72718
7814,4,2,1.72728
7814,0,1,1.72728
7814,0,0,1.72728
7814,2,6,1.72728
7815,0,2,1.72738
7815,1,3,1.72738
7815,0,5,1.72738
7816,1,2,1.72747
7816,3,0,1.72747
7816,1,6,1.72747
7816,0,5,1.72747
7816,2,2,1.72747
7816,0,1,1.72747
7817,4,4,1.72757
7817,3,0,1.72757
7817,3,1,1.72757
7817,4,0,1.72757
7818,4,0,1.72767
7818,0,0,1.72767
7819,4,1,1.72776
7819,1,5,1.72776
7819,0,0,1.72776
7819,0,2,1.72776
7819,3,6,1.72776
7820,3,1,1.72786
7820,3,0,1.72786
7820,3,2,1.72786
7820,0,2,1.72786
7820,0,5,1.72786
7820,4,3,1.72786
7820,3,4,1.72786
7821,2,6,1.72796
7821,0,2,1.72796
7821,2,2,1.72796
7821,1,4,1.72796
7822,2,5,1.72806
7822,0,0,1.72806
7823,1,4,1.72815
7823,2,5,1.72815
7823,3,4,1.72815
7823,4,1,1.72815
7823,2,2,1.72815
7823,3,2,1.72815
7824,0,1,1.72825
7824,3,6,1.72825
7825,0,4,1.72835
7825,2,6,1.72835
7825,2,2,1.72835
7825,4,2,1.72835
7826,1,6,1.72844
7827,1,3,1.72854
7827,3,0,1.72854
7827,0,5,1.72854
7827,3,3,1.72854
7827,4,2,1.72854
7828,0,3,1.72864
7828,4,2,1.72864
7828,4,6,1.72864
7828,1,4,1.72864
7828,0,1,1.72864
7829,1,1,1.72873
7829,2,3,1.72873
7829,2,6,1.72873
7829,1,3,1.72873
7829,0,4,1.72873
7830,1,1,1.72883
7830,0,1,1.72883
7830,1,0,1.72883
7830,4,5,1.72883
7830,4,3,1.72883
7830,2,1,1.72883
7830,2,2,1.72883
7830,2,3,1.72883
7830,2,5,1.72883
7830,2,0,1.72883
7831,0,1,1.72893
7831,3,3,1.72893
7831,2,2,1.72893
7831,3,1,1.72893
7832,1,3,1.72903
7832,2,1,1.72903
7833,3,5,1.72912
7833,0,3,1.72912
7833,2,5,1.72912
7834,1,5,1.72922
7834,4,0,1.72922
7834,4,1,1.72922
7834,0,3,1.72922
7834,3,1,1.72922
7834,0,1,1.72922
7835,2,6,1.72932
7835,2,2,1.72932
7835,0,5,1.72932
7836,1,5,1.72941
7836,0,5,1.72941
7836,3,3,1.72941
7837,3,4,1.72951
7837,2,0,1.72951
7837,2,4,1.72951
7838,4,0,1.72961
7838,3,5,1.72961
7838,3,1,1.72961
7838,3,4,1.72961
7838,4,6,1.72961
7838,4,3,1.72961
7839,0,5,1.7297
7839,0,3,1.7297
7839,4,3,1.7297
7839,3,3,1.7297
7839,0,0,1.7297
7840,1,0,1.7298
7840,4,2,1.7298
7840,2,4,1.7298
7840,1,4,1.7298
7840,4,4,1.7298
7841,4,4,1.7299
7841,1,4,1.7299
7841,1,1,1.7299
7842,0,0,1.72999
7842,3,6,1.72999
7842,0,6,1.72999
7843,2,4,1.73009
7843,4,6,1.73009
7843,1,4,1.73009
7843,3,1,1.73009
7843,1,2,1.73009
7844,3,5,1.73019
7844,3,0,1.73019
7844,1,6,1.73019
7844,4,3,1.73019
7844,0,4,1.73019
7844,1,4,1.73019
7845,0,6,1.73029
7845,4,4,1.73029
7845,1,3,1.73029
7845,2,6,1.73029
7846,0,0,1.73038
7846,3,1,1.73038
7846,1,1,1.73038
7846,1,5,1.73038
7847,1,6,1.73048
7847,0,4,1.73048
7847,2,1,1.73048
7847,1,1,1.73048
7847,4,4,1.73048
7847,3,2,1.73048
7847,2,2,1.73048
7848,4,3,1.73058
7848,2,0,1.73058
7848,0,2,1.73058
7848,2,1,1.73058
7848,4,2,1.73058
7848,0,5,1.73058
7848,0,4,1.73058
7849,3,1,1.73067
7849,1,6,1.73067
7849,1,0,1.73067
7849,0,0,1.73067
7850,2,0,1.73077
7850,3,1,1.73077
7850,4,3,1.73077
7850,2,4,1.73077
7850,1,2,1.73077
7851,0,6,1.73087
7851,1,6,1.73087
7851,4,0,1.73087
7851,1,4,1.73087
7851,1,2,1.73087
7851,4,2,1.73087
7852,0,1,1.73096
7852,1,2,1.73096
7852,2,1,1.73096
7852,4,0,1.73096
7852,0,0,1.73096
7852,4,5,1.73096
7853,2,2,1.73106
7853,4,1,1.73106
7853,2,1,1.73106
7853,0,4,1.73106
7853,4,5,1.73106
7854,3,0,1.73116
7854,1,1,1.73116
7854,3,6,1.73116
7854,1,5,1.73116
7854,2,4,1.73116
7855,3,5,1.73126
7855,4,5,1.73126
7855,3,6,1.73126
7855,2,0,1.73126
7855,0,3,1.73126
7856,0,1,1.73135
7856,0,5,1.73135
7856,0,2,1.73135
7856,1,4,1.73135
7857,3,4,1.73145
7857,3,6,1.73145
7857,3,3,1.73145
7858,0,2,1.73155
7858,2,4,1.73155
7859,3,6,1.73164
7859,3,0,1.73164
7859,3,5,1.73164
7859,2,2,1.73164
7859,0,4,1.73164
7859,2,5,1.73164
7860,1,0,1.73174
7860,3,6,1.73174
7860,3,5,1.73174
7860,0,4,1.73174
7861,4,2,1.73184
7861,1,0,1.73184
7861,3,6,1.73184
7861,2,1,1.73184
7862,2,5,1.73193
7863,4,6,1.73203
7863,3,4,1.73203
7863,1,5,1.73203
7864,1,2,1.73213
7864,0,4,1.73213
7864,2,0,1.73213
7864,3,0,1.73213
7864,3,4,1.73213
7864,4,1,1.73213
7865,2,0,1.73222
7865,4,5,1.73222
7865,3,5,1.73222
7865,2,5,1.73222
7865,3,2,1.73222
7866,2,2,1.73232
7866,3,0,1.73232
7866,2,1,1.73232
7866,0,1,1.73232
7866,1,5,1.73232
7867,4,5,1.73242
7867,1,5,1.73242
7867,1,6,1.73242
7867,4,3,1.73242
7868,3,2,1.73252
7868,0,0,1.73252
7869,2,6,1.73261
7869,3,3,1.73261
7869,4,2,1.73261
7869,2,1,1.73261
7870,1,4,1.73271
7870,4,3,1.73271
7870,0,0,1.73271
7870,0,5,1.73271
7870,3,2,1.73271
7870,2,0,1.73271
7871,2,4,1.73281
7871,4,4,1.73281
7871,1,0,1.73281
7872,0,2,1.7329
7872,1,3,1.7329
7872,1,5,1.7329
7872,2,1,1.7329
7872,0,3,1.7329
7872,3,5,1.7329
7872,4,1,1.7329
7873,0,2,1.733
7873,4,3,1.733
7873,3,1,1.733
7873,4,1,1.733
7873,0,5,1.733
7873,1,2,1.733
7873,2,5,1.733
7873,4,5,1.733
7874,4,3,1.7331
7874,2,6,1.7331
7874,2,2,1.7331
7874,3,1,1.7331
7874,2,0,1.7331
7874,1,5,1.7331
7874,4,1,1.7331
7874,1,1,1.7331
7874,0,0,1.7331
7875,3,2,1.73319
7875,4,3,1.73319
7875,3,1,1.73319
7875,0,5,1.73319
7876,0,2,1.73329
7876,1,3,1.73329
7876,3,2,1.73329
7877,0,1,1.73339
7877,1,5,1.73339
7878,0,4,1.73349
7878,3,2,1.73349
7879,0,1,1.73358
7879,1,3,1.73358
7879,2,1,1.73358
7879,4,1,1.73358
7880,0,5,1.73368
7880,2,2,1.73368
7880,3,5,1.73368
7880,0,6,1.73368
7880,2,5,1.73368
7881,1,4,1.73378
7881,2,3,1.73378
7881,1,5,1.73378
7881,3,6,1.73378
7882,3,1,1.73387
7882,0,1,1.73387
7882,4,5,1.73387
7882,0,4,1.73387
7882,4,6,1.73387
7882,3,0,1.73387
7883,1,6,1.73397
7883,2,3,1.73397
7883,3,2,1.73397
7883,1,2,1.73397
7883,4,0,1.73397
7883,2,4,1.73397
7883,0,1,1.73397
7884,3,2,1.73407
7884,3,5,1.73407
7884,4,3,1.73407
7884,0,2,1.73407
7885,4,5,1.73416
7885,2,5,1.73416
7885,4,6,1.73416
7886,1,6,1.73426
7886,0,0,1.73426
7886,2,5,1.73426
7886,0,1,1.73426
7886,4,2,1.73426
7886,4,0,1.73426
7887,4,1,1.73436
7887,3,0,1.73436
7887,1,1,1.73436
7887,2,4,1.73436
7888,3,0,1.73445
7888,1,4,1.73445
7888,4,5,1.73445
7888,3,2,1.73445
7889,1,2,1.73455
7889,1,0,1.73455
7889,0,1,1.73455
7889,2,3,1.73455
7889,4,1,1.73455
7889,2,6,1.73455
7890,1,2,1.73465
7890,4,6,1.73465
7890,3,5,1.73465
7890,3,0,1.73465
7890,4,5,1.73465
7891,3,4,1.73475
7892,1,4,1.73484
7892,3,6,1.73484
7892,4,5,1.73484
7892,0,4,1.73484
7893,0,1,1.73494
7893,1,0,1.73494
7893,2,5,1.73494
7894,2,3,1.73504
7894,2,6,1.73504
7894,3,3,1.73504
7894,0,6,1.73504
7894,4,5,1.73504
7894,3,1,1.73504
7895,1,5,1.73513
7895,2,6,1.73513
7895,4,1,1.73513
7895,3,2,1.73513
7895,3,1,1.73513
7895,3,0,1.73513
7896,0,6,1.73523
7896,1,6,1.73523
7896,3,2,1.73523
7896,3,1,1.73523
7896,3,3,1.73523
7897,4,6,1.73533
7898,2,1,1.73542
7898,0,4,1.73542
7898,4,4,1.73542
7898,1,0,1.73542
7899,0,4,1.73552
7899,4,1,1.73552
7899,0,6,1.73552
7899,1,4,1.73552
7900,0,1,1.73562
7900,1,6,1.73562
7900,0,4,1.73562
7900,4,0,1.73562
7901,2,4,1.73572
7901,3,0,1.73572
7901,3,4,1.73572
7902,1,6,1.73581
7902,2,6,1.73581
7903,2,2,1.73591
7903,0,1,1.73591
7903,3,5,1.73591
7903,1,6,1.73591
7903,0,4,1.73591
7903,4,2,1.73591
7903,3,0,1.73591
7904,4,1,1.73601
7904,0,3,1.73601
7904,1,1,1.73601
7904,4,5,1.73601
7904,2,0,1.73601
7904,0,6,1.73601
7904,0,0,1.73601
7905,4,1,1.7361
7905,3,3,1.7361
7905,1,1,1.7361
7905,3,5,1.7361
7905,4,2,1.7361
7905,0,0,1.7361
7905,0,5,1.7361
7907,3,3,1.7363
7907,3,4,1.7363
7907,3,2,1.7363
7907,4,4,1.7363
7908,1,4,1.73639
7908,4,1,1.73639
7908,3,4,1.73639
7908,2,2,1.73639
7908,1,1,1.73639
7908,3,5,1.73639
7908,1,2,1.73639
7909,1,2,1.73649
7909,2,0,1.73649
7910,4,3,1.73659
7910,1,3,1.73659
7910,2,4,1.73659
7910,2,6,1.73659
7910,3,2,1.73659
7911,0,3,1.73669
7911,2,3,1.73669
7911,0,1,1.73669
7911,0,0,1.73669
7911,4,1,1.73669
7911,3,6,1.73669
7912,0,5,1.73678
7912,4,6,1.73678
7913,1,5,1.73688
7913,4,0,1.73688
7913,3,0,1.73688
7913,0,5,1.73688
7913,2,2,1.73688
7914,4,2,1.73698
7914,2,4,1.73698
7914,2,1,1.73698
7914,4,5,1.73698
7914,4,4,1.73698
7914,4,6,1.73698
7914,0,1,1.73698
7915,4,5,1.73707
7915,1,1,1.73707
7915,0,2,1.73707
7915,3,0,1.73707
7916,2,3,1.73717
7916,4,0,1.73717
7916,3,2,1.73717
7916,1,3,1.73717
7916,3,5,1.73717
7917,1,5,1.73727
7917,4,3,1.73727
7918,0,4,1.73736
7918,4,3,1.73736
7918,0,6,1.73736
7918,1,0,1.73736
7918,1,1,1.73736
7918,1,2,1.73736
7918,1,3,1.73736
7918,0,5,1.73736
7918,4,1,1.73736
7919,4,0,1.73746
7919,0,0,1.73746
7919,3,6,1.73746
7920,2,1,1.73756
7920,1,0,1.73756
7921,3,0,1.73765
7921,1,1,1.73765
7921,4,1,1.73765
7921,2,5,1.73765
7921,1,2,1.73765
7921,4,3,1.73765
7922,3,4,1.73775
7922,4,1,1.73775
7922,2,6,1.73775
7922,0,3,1.73775
7922,3,3,1.73775
7923,4,3,1.73785
7923,0,5,1.73785
7923,3,0,1.73785
7924,2,4,1.73795
7924,4,6,1.73795
7924,4,0,1.73795
7924,3,0,1.73795
7924,1,6,1.73795
7924,0,5,1.73795
7924,1,1,1.73795
7924,2,3,1.73795
7925,4,2,1.73804
7925,0,3,1.73804
7925,4,4,1.73804
7926,1,3,1.73814
7926,3,1,1.73814
7926,4,1,1.73814
7926,1,0,1.73814
7926,3,3,1.73814
7926,2,4,1.73814
7926,2,6,1.73814
7926,4,0,1.73814
7927,2,0,1.73824
7927,4,5,1.73824
7927,1,0,1.73824
7928,2,1,1.73833
7929,4,4,1.73843
7929,0,4,1.73843
7929,0,2,1.73843
7929,4,6,1.73843
7929,4,0,1.73843
7929,4,1,1.73843
7929,1,1,1.73843
7929,4,2,1.73843
7930,3,3,1.73853
7930,1,3,1.73853
7930,4,2,1.73853
7930,1,4,1.73853
7930,1,2,1.73853
7930,1,5,1.73853
7930,2,5,1.73853
7930,2,1,1.73853
7930,0,4,1.73853
7931,0,0,1.73862
7931,4,5,1.73862
7931,2,0,1.73862
7931,0,4,1.73862
7932,3,0,1.73872
7932,3,6,1.73872
7932,0,6,1.73872
7932,4,1,1.73872
7932,4,4,1.73872
7933,2,5,1.73882
7933,0,2,1.73882
7933,4,1,1.73882
7934,4,0,1.73892
7934,3,0,1.73892
7934,2,0,1.73892
7934,4,2,1.73892
7934,2,4,1.73892
7934,3,1,1.73892
7934,0,5,1.73892
7935,2,2,1.73901
7935,2,5,1.73901
7936,0,1,1.73911
7936,0,4,1.73911
7936,3,4,1.73911
7936,1,2,1.73911
7936,4,6,1.73911
7937,1,5,1.73921
7937,2,4,1.73921
7937,2,5,1.73921
7938,1,0,1.7393
7938,1,5,1.7393
7938,1,6,1.7393
7938,4,1,1.7393
7939,1,6,1.7394
7939,1,0,1.7394
7939,4,0,1.7394
7939,0,5,1.7394
7939,3,2,1.7394
7939,1,3,1.7394
7939,1,1,1.7394
7939,3,1,1.7394
7940,3,2,1.7395
7940,3,3,1.7395
7940,4,1,1.7395
7940,2,6,1.7395
7940,2,1,1.7395
7941,3,3,1.73959
7941,4,6,1.73959
7941,0,0,1.73959
7941,1,4,1.73959
7941,3,1,1.73959
7942,3,6,1.73969
7942,0,2,1.73969
7942,0,0,1.73969
7942,3,0,1.73969
7942,1,6,1.73969
7942,0,1,1.73969
7943,1,5,1.73979
7943,2,0,1.73979
7943,3,4,1.73979
7943,3,0,1.73979
7944,3,6,1.73988
7944,0,6,1.73988
7944,0,0,1.73988
7945,4,2,1.73998
7945,1,5,1.73998
7945,4,1,1.73998
7945,3,1,1.73998
7946,4,0,1.74008
7946,2,2,1.74008
7946,1,1,1.74008
7946,2,5,1.74008
7946,1,2,1.74008
7947,2,1,1.74018
7947,2,6,1.74018
7947,1,2,1.74018
7948,0,5,1.74027
7948,3,5,1.74027
7948,2,6,1.74027
7948,3,0,1.74027
7948,1,2,1.74027
7949,1,6,1.74037
7949,3,5,1.74037
7949,3,1,1.74037
7949,2,6,1.74037
7949,1,5,1.74037
7949,4,2,1.74037
7949,2,3,1.74037
7949,1,0,1.74037
7949,0,0,1.74037
7949,4,1,1.74037
7950,3,0,1.74047
7950,3,4,1.74047
7950,1,3,1.74047
7951,0,6,1.74056
7951,4,3,1.74056
7951,0,5,1.74056
7951,2,4,1.74056
7952,3,0,1.74066
7952,1,6,1.74066
7952,0,5,1.74066
7952,3,6,1.74066
7952,1,3,1.74066
7952,0,1,1.74066
7953,0,6,1.74076
7953,4,4,1.74076
7953,0,5,1.74076
7953,3,6,1.74076
7953,0,2,1.74076
7953,4,6,1.74076
7953,2,2,1.74076
7953,1,0,1.74076
7954,4,5,1.74085
7954,0,4,1.74085
7954,3,2,1.74085
7955,1,6,1.74095
7955,4,3,1.74095
7955,3,2,1.74095
7955,2,2,1.74095
7955,0,1,1.74095
7955,1,3,1.74095
7955,3,5,1.74095
7956,1,5,1.74105
7956,2,2,1.74105
7956,2,5,1.74105
7956,1,2,1.74105
7956,2,4,1.74105
7957,2,3,1.74115
7957,2,5,1.74115
7957,2,4,1.74115
7957,4,2,1.74115
7957,3,0,1.74115
7957,0,2,1.74115
7957,0,0,1.74115
7958,3,5,1.74124
7958,4,3,1.74124
7958,3,4,1.74124
7958,0,5,1.74124
7958,4,1,1.74124
7959,4,5,1.74134
7959,3,1,1.74134
7959,4,4,1.74134
7959,2,1,1.74134
7959,0,5,1.74134
7959,0,2,1.74134
7960,0,4,1.74144
7960,3,3,1.74144
7960,0,0,1.74144
7960,0,5,1.74144
7960,4,3,1.74144
7961,2,5,1.74153
7961,0,6,1.74153
7962,4,4,1.74163
7962,2,6,1.74163
7962,2,3,1.74163
7962,1,5,1.74163
7962,4,2,1.74163
7962,3,5,1.74163
7962,3,0,1.74163
7962,4,3,1.74163
7962,2,0,1.74163
7963,0,4,1.74173
7963,2,0,1.74173
7963,0,5,1.74173
7963,1,2,1.74173
7963,1,0,1.74173
7963,1,4,1.74173
7964,1,4,1.74182
7964,1,3,1.74182
7964,2,3,1.74182
7964,0,4,1.74182
7965,0,1,1.74192
7965,0,4,1.74192
7965,1,4,1.74192
7965,3,1,1.74192
7965,2,4,1.74192
7965,4,3,1.74192
7965,2,5,1.74192
7965,0,3,1.74192
7965,4,5,1.74192
7966,0,6,1.74202
7966,2,5,1.74202
7966,1,2,1.74202
7966,1,0,1.74202
7967,3,0,1.74211
7967,2,3,1.74211
7967,2,4,1.74211
7967,4,0,1.74211
7968,1,6,1.74221
7968,4,6,1.74221
7968,3,1,1.74221
7968,0,6,1.74221
7968,3,5,1.74221
7969,1,4,1.74231
7969,3,4,1.74231
7969,1,2,1.74231
7969,0,3,1.74231
7969,4,4,1.74231
7969,1,3,1.74231
7969,1,6,1.74231
7970,3,5,1.74241
7970,0,4,1.74241
7970,1,3,1.74241
7970,4,6,1.74241
7970,3,3,1.74241
7970,0,1,1.74241
7971,1,3,1.7425
7971,2,0,1.7425
7971,2,6,1.7425
7971,0,1,1.7425
7972,2,6,1.7426
7972,4,2,1.7426
7973,3,6,1.7427
7974,4,5,1.74279
7974,1,6,1.74279
7974,0,6,1.74279
7974,3,0,1.74279
7975,1,4,1.74289
7975,3,3,1.74289
7975,3,6,1.74289
7975,4,5,1.74289
7975,2,6,1.74289
7976,2,6,1.74299
7976,1,4,1.74299
7976,2,0,1.74299
7976,1,5,1.74299
7976,3,0,1.74299
7976,3,4,1.74299
7977,4,4,1.74308
7977,2,4,1.74308
7977,1,0,1.74308
7978,1,0,1.74318
7978,2,3,1.74318
7978,3,4,1.74318
7979,0,0,1.74328
